Table 2. Civilian labor force and unemployment by selected metropolitan area and metropolitan division, seasonally adjusted

  LAUS      State   Area FIPS                                                                                    Civilian                                      Unemployment
  Code    FIPS Code   Code                       Selected Area and Division                       Year  Month   Labor Force       Employment    Unemployment        Rate
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2009    10     9,464,398         8,592,734       871,664           9.2
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2009    10     1,209,478         1,101,460       108,018           8.9
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2009    10     1,471,066         1,361,350       109,716           7.5
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2009    10     5,684,313         5,133,747       550,566           9.7
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2009    10     1,099,869           996,584       103,285           9.4
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2009    10     2,984,500         2,724,776       259,724           8.7
DV341580     34       15804         Camden, NJ Met Div                                            2009    10       671,882           605,685        66,197           9.9
DV423796     42       37964         Philadelphia, PA Met Div                                      2009    10     1,960,128         1,797,432       162,696           8.3
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2009    10       352,426           321,492        30,934           8.8
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2009    10     3,195,154         2,931,989       263,165           8.2
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2009    10     2,130,137         1,954,817       175,320           8.2
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2009    10     1,064,858           977,013        87,845           8.2
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2009    10     1,894,898         1,709,572       185,326           9.8
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2009    10     1,506,060         1,360,542       145,518           9.7
DV534510     53       45104         Tacoma, WA Met Div                                            2009    10       390,879           350,533        40,346          10.3
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2009    11     6,440,427         5,692,040       748,387          11.6
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2009    11     4,860,939         4,265,071       595,868          12.3
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2009    11     1,580,106         1,427,873       152,233           9.6
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2009    11     2,245,085         2,013,289       231,796          10.3
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2009    11     1,283,196         1,139,455       143,741          11.2
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2009    11       961,830           873,745        88,085           9.2
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2009    11     3,052,282         2,849,909       202,373           6.6
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2009    11       646,725           606,461        40,264           6.2
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2009    11     2,405,375         2,243,263       162,112           6.7
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2009    11     2,797,243         2,488,064       309,179          11.1
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2009    11       974,465           879,347        95,118           9.8
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2009    11     1,206,997         1,064,514       142,483          11.8
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2009    11       611,830           541,942        69,888          11.4
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2009    11     4,853,298         4,314,649       538,649          11.1
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2009    11     4,082,090         3,624,154       457,936          11.2
DV182384     18       23844         Gary, IN Met Div                                              2009    11       327,275           291,763        35,512          10.9
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2009    11       449,414           398,676        50,738          11.3
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2009    11     2,524,428         2,321,658       202,770           8.0
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2009    11     1,527,920         1,411,645       116,275           7.6
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2009    11       127,588           115,082        12,506           9.8
DV257310     25       73104         Framingham, MA NECTA Div                                      2009    11       148,186           137,795        10,391           7.0
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2009    11       123,212           112,943        10,269           8.3
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2009    11        72,074            62,897         9,177          12.7
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2009    11       155,303           140,844        14,459           9.3
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2009    11       177,491           165,023        12,468           7.0
DV257652     25       76524         Peabody, MA NECTA Div                                         2009    11       129,558           118,414        11,144           8.6
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2009    11        63,746            57,772         5,974           9.4
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2009    11     2,086,008         1,758,250       327,758          15.7
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2009    11       857,735           715,775       141,960          16.6
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2009    11     1,226,370         1,043,505       182,865          14.9
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2009    11     9,453,783         8,579,412       874,371           9.2
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2009    11     1,208,448         1,099,884       108,564           9.0
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2009    11     1,468,619         1,358,708       109,911           7.5
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2009    11     5,678,788         5,126,934       551,854           9.7
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2009    11     1,098,545           994,593       103,952           9.5
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2009    11     2,981,058         2,718,855       262,203           8.8
DV341580     34       15804         Camden, NJ Met Div                                            2009    11       670,723           603,780        66,943          10.0
DV423796     42       37964         Philadelphia, PA Met Div                                      2009    11     1,958,116         1,793,998       164,118           8.4
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2009    11       351,883           320,755        31,128           8.8
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2009    11     3,197,985         2,933,873       264,112           8.3
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2009    11     2,132,235         1,956,402       175,833           8.2
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2009    11     1,065,489           977,216        88,273           8.3
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2009    11     1,892,146         1,706,237       185,909           9.8
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2009    11     1,503,301         1,357,164       146,137           9.7
DV534510     53       45104         Tacoma, WA Met Div                                            2009    11       390,608           349,724        40,884          10.5
